OG0024460	ENSSSAG00000100088.1	XM_035760369.2	ENSOKIG00005045768.1	XM_046368360.1
OG0028455	ENSSSAG00000069601.2	XM_035782066.2	ENSOKIG00005043788.1	XM_046307179.1
OG0028456	ENSSSAG00000086710.1	XM_035782087.2	ENSOKIG00005042856.1	XM_046307228.1
OG0028457	ENSSSAG00000121427.1	XM_052498679.1	ENSOKIG00005008175.1	XM_046354962.1
OG0028458	ENSSSAG00000105183.1	XM_052471855.1	ENSOKIG00005010459.1	XM_046327127.1
OG0028459	ENSSSAG00000004822.2	XM_035738313.2	ENSOKIG00005050540.1	XM_046365295.1
OG0028460	ENSSSAG00000091948.1	XM_035754265.2	ENSOKIG00005029386.1	XM_046358695.1
OG0028461	ENSSSAG00000005588.2	XM_035790072.2	ENSOKIG00005050410.1	XM_046345477.1
OG0028462	ENSSSAG00000074203.2	XM_035754301.2	ENSOKIG00005042573.1	XM_046358674.1
OG0028463	ENSSSAG00000044930.2	XM_035738199.2	ENSOKIG00005014774.1	XM_046365202.1
OG0028464	ENSSSAG00000074366.2	XM_052477982.1	ENSOKIG00005012860.1	XM_046357329.1
OG0028465	ENSSSAG00000093540.1	XM_035793896.2	ENSOKIG00005011586.1	XM_046291884.1
OG0028466	ENSSSAG00000040110.2	XM_035738490.2	ENSOKIG00005029184.1	XM_046365477.1
OG0028467	ENSSSAG00000068690.2	XM_052485112.1	ENSOKIG00005009420.1	XM_046344203.1
OG0028468	ENSSSAG00000069481.2	XM_035734826.1	ENSOKIG00005008675.1	XM_046356513.1
OG0028469	ENSSSAG00000098430.1	XM_035737967.2	ENSOKIG00005029151.1	XM_046364304.1
OG0028470	ENSSSAG00000006591.2	XM_035734477.2	ENSOKIG00005045723.1	XM_046356928.1
OG0028471	ENSSSAG00000063554.2	XM_035764867.2	ENSOKIG00005036313.1	XM_046324450.1
OG0028472	ENSSSAG00000012085.2	XM_052525986.1	ENSOKIG00005034459.1	XM_046369512.1
OG0028473	ENSSSAG00000055892.2	XM_035749577.2	ENSOKIG00005000799.1	XM_046363474.1
OG0028474	ENSSSAG00000005739.2	XM_035799570.2	ENSOKIG00005041185.1	XM_046321414.1
OG0028475	ENSSSAG00000005743.2	XM_035799568.2	ENSOKIG00005041194.1	XM_046321635.1
OG0028476	ENSSSAG00000005752.2	XM_035799565.2	ENSOKIG00005041206.1	XM_046322237.1
OG0028477	ENSSSAG00000085663.1	XM_035745969.2	ENSOKIG00005022889.1	XM_046369307.1
OG0028478	ENSSSAG00000065335.2	XM_035734474.2	ENSOKIG00005045860.1	XM_046356935.1
OG0028479	ENSSSAG00000054644.2	XM_035794038.2	ENSOKIG00005032902.1	XM_046293290.1
OG0028480	ENSSSAG00000088913.1	XM_035745938.2	ENSOKIG00005028472.1	XM_046369310.1
OG0028481	ENSSSAG00000116387.1	XM_035774664.2	ENSOKIG00005017425.1	XM_046299311.1
OG0028482	ENSSSAG00000067568.2	XM_052485768.1	ENSOKIG00005015582.1	XM_046367957.1
OG0028483	ENSSSAG00000084537.1	XM_052460762.1	ENSOKIG00005000097.1	XM_046344921.1
OG0028484	ENSSSAG00000096310.1	XM_035792657.1	ENSOKIG00005013844.1	XM_046293370.1
OG0028485	ENSSSAG00000044843.2	XM_035794111.2	ENSOKIG00005028633.1	XM_046291697.1
OG0028486	ENSSSAG00000106299.1	XM_035775061.2	ENSOKIG00005015492.1	XM_046299337.1
OG0028487	ENSSSAG00000079401.2	XM_035749616.2	ENSOKIG00005017660.1	XM_046361095.1
OG0028488	ENSSSAG00000007966.2	XM_035782118.2	ENSOKIG00005041203.1	XM_046305396.1
OG0028489	ENSSSAG00000070370.2	XM_035756813.2	ENSOKIG00005007972.1	XM_046326627.1
OG0028490	ENSSSAG00000066698.2	XM_035777534.2	ENSOKIG00005033185.1	XM_046312719.1
OG0028491	ENSSSAG00000069521.2	XM_035786295.2	ENSOKIG00005040431.1	XM_046346726.1
OG0028492	ENSSSAG00000078449.2	XM_035785749.2	ENSOKIG00005010769.1	XM_046345282.1
OG0028493	ENSSSAG00000107878.1	XM_035754305.2	ENSOKIG00005042870.1	XM_046357867.1
OG0028494	ENSSSAG00000077598.2	XM_035786033.2	ENSOKIG00005001211.1	XM_046346951.1
OG0028496	ENSSSAG00000040155.2	XM_035754069.2	ENSOKIG00005000101.1	XM_046358882.1
OG0028497	ENSSSAG00000120971.1	XM_035754686.2	ENSOKIG00005047739.1	XM_046357857.1
OG0028498	ENSSSAG00000005794.2	XM_035766063.2	ENSOKIG00005027330.1	XM_046362522.1
OG0028499	ENSSSAG00000105184.1	XM_035796955.2	ENSOKIG00005018719.1	XM_046342419.1
OG0028500	ENSSSAG00000044888.2	XM_035794099.2	ENSOKIG00005028708.1	XM_046291696.1
OG0028501	ENSSSAG00000040305.2	XM_035787286.2	ENSOKIG00005032171.1	XM_046300075.1
OG0028502	ENSSSAG00000092891.1	XM_052465550.1	ENSOKIG00005036062.1	XM_046300004.1
OG0028503	ENSSSAG00000074906.2	XM_035737575.2	ENSOKIG00005022341.1	XM_046352637.1
OG0028507	ENSSSAG00000093593.1	XM_035778043.2	ENSOKIG00005003944.1	XM_046310564.1
OG0028508	ENSSSAG00000018991.2	XM_035737647.1	ENSOKIG00005010435.1	XM_046352590.1
OG0028509	ENSSSAG00000079493.2	XM_035749605.2	ENSOKIG00005017901.1	XM_046363399.1
OG0028510	ENSSSAG00000078704.2	XM_035754351.2	ENSOKIG00005047840.1	XM_046358626.1
OG0028511	ENSSSAG00000079363.2	XM_035741724.2	ENSOKIG00005047064.1	XM_046292560.1
OG0028512	ENSSSAG00000078725.2	XM_035754350.2	ENSOKIG00005047914.1	XM_046358625.1
OG0028513	ENSSSAG00000020190.2	XM_035737661.2	ENSOKIG00005010373.1	XM_046352581.1
OG0028514	ENSSSAG00000057298.2	XM_035745358.2	ENSOKIG00005032889.1	XM_046303489.1
OG0028515	ENSSSAG00000057716.2	XM_035746096.2	ENSOKIG00005012070.1	XM_046302369.1
OG0028516	ENSSSAG00000074412.2	XM_035801100.2	ENSOKIG00005013031.1	XM_046357330.1
OG0028517	ENSSSAG00000087805.1	XM_035799419.2	ENSOKIG00005050200.1	XM_046321868.1
OG0028518	ENSSSAG00000006210.2	XM_035799544.2	ENSOKIG00005041916.1	XM_046322388.1
OG0028519	ENSSSAG00000008131.2	XM_035783181.2	ENSOKIG00005040891.1	XM_046303694.1
OG0028520	ENSSSAG00000025124.2	XM_035737666.1	ENSOKIG00005010339.1	XM_046351658.1
OG0028521	ENSSSAG00000025343.2	XM_035736671.2	ENSOKIG00005010331.1	XM_046351657.1
OG0028522	ENSSSAG00000005895.2	XM_035766074.1	ENSOKIG00005027021.1	XM_046360959.1
OG0028523	ENSSSAG00000080974.2	XM_035735187.2	ENSOKIG00005008014.1	XM_046348322.1
OG0028524	ENSSSAG00000064457.2	XM_035794019.2	ENSOKIG00005003323.1	XM_046291790.1
OG0028525	ENSSSAG00000001501.2	XM_035756270.2	ENSOKIG00005003755.1	XM_046354616.1
OG0028526	ENSSSAG00000079337.2	XM_035736273.2	ENSOKIG00005043111.1	XM_046351016.1
OG0028527	ENSSSAG00000079339.2	XM_035736271.2	ENSOKIG00005032517.1	XM_046348676.1
OG0028528	ENSSSAG00000078234.2	XM_052483319.1	ENSOKIG00005026654.1	XM_046290766.1
OG0028529	ENSSSAG00000006118.2	XM_035799545.2	ENSOKIG00005041840.1	XM_046322225.1
OG0028530	ENSSSAG00000006268.2	XM_052509516.1	ENSOKIG00005030270.1	XM_046320855.1
OG0028531	ENSSSAG00000001532.2	XM_052471879.1	ENSOKIG00005003654.1	XM_046354615.1
OG0028532	ENSSSAG00000113224.1	XM_035741671.2	ENSOKIG00005038082.1	XM_046292477.1
OG0028533	ENSSSAG00000065647.2	XM_035739497.1	ENSOKIG00005034506.1	XM_046366288.1
OG0028534	ENSSSAG00000068886.2	XM_035798386.2	ENSOKIG00005004240.1	XM_046294278.1
OG0028535	ENSSSAG00000008187.2	XM_035739741.1	ENSOKIG00005033458.1	XM_046332320.1
OG0028536	ENSSSAG00000049207.2	XM_035782412.2	ENSOKIG00005026029.1	XM_046305818.1
OG0028537	ENSSSAG00000065653.2	XM_052482560.1	ENSOKIG00005034526.1	XM_046366286.1
OG0028538	ENSSSAG00000049218.2	XM_035783197.2	ENSOKIG00005026001.1	XM_046303512.1
OG0028539	ENSSSAG00000058038.2	XM_035791369.2	ENSOKIG00005008692.1	XM_046293426.1
OG0028540	ENSSSAG00000053955.2	XM_035774250.2	ENSOKIG00005024648.1	XM_046341254.1
OG0028541	ENSSSAG00000006477.2	XM_035799540.2	ENSOKIG00005042063.1	XM_046320683.1
OG0028542	ENSSSAG00000075914.2	XM_052478228.1	ENSOKIG00005031358.1	XM_046356829.1
OG0028543	ENSSSAG00000079874.2	XM_035749595.2	ENSOKIG00005018174.1	XM_046363403.1
OG0028544	ENSSSAG00000006012.2	XM_035754960.2	ENSOKIG00005014796.1	XM_046319699.1
OG0028545	ENSSSAG00000074489.2	XM_035801099.2	ENSOKIG00005013350.1	XM_046357328.1
OG0028546	ENSSSAG00000051861.2	XM_035782426.2	ENSOKIG00005025141.1	XM_046306770.1
OG0028547	ENSSSAG00000116062.1	XM_052475653.1	ENSOKIG00005018936.1	XM_046299661.1
OG0028548	ENSSSAG00000077235.2	XM_035782311.2	ENSOKIG00005009489.1	XM_046306354.1
OG0028549	ENSSSAG00000063065.2	XM_035747649.2	ENSOKIG00005014893.1	XM_046368060.1
OG0028550	ENSSSAG00000063070.2	XM_035747437.2	ENSOKIG00005014896.1	XM_046367955.1
OG0028551	ENSSSAG00000079929.2	XM_035749594.2	ENSOKIG00005018276.1	XM_046363405.1
OG0028552	ENSSSAG00000065484.2	XM_035792433.2	ENSOKIG00005021258.1	XM_046296374.1
OG0028553	ENSSSAG00000066477.2	XM_052493194.1	ENSOKIG00005000359.1	XM_046363734.1
OG0028554	ENSSSAG00000094541.1	XM_035747605.2	ENSOKIG00005014915.1	XM_046369235.1
OG0028555	ENSSSAG00000066894.2	XM_035758229.2	ENSOKIG00005001311.1	XM_046312977.1
OG0028556	ENSSSAG00000073862.2	XM_035793336.2	ENSOKIG00005017588.1	XM_046362282.1
OG0028557	ENSSSAG00000063232.2	XM_035747689.2	ENSOKIG00005014952.1	XM_046369241.1
OG0028558	ENSSSAG00000068915.2	XM_035798394.2	ENSOKIG00005004133.1	XM_046309596.1
OG0028559	ENSSSAG00000003099.2	XM_052496643.1	ENSOKIG00005049847.1	XM_046367715.1
OG0028560	ENSSSAG00000065783.2	XM_035800818.2	ENSOKIG00005048052.1	XM_046355220.1
OG0028561	ENSSSAG00000068990.2	XM_035798395.2	ENSOKIG00005003861.1	XM_046309570.1
OG0028562	ENSSSAG00000069767.2	XM_035743814.2	ENSOKIG00005006392.1	XM_046324835.1
OG0028563	ENSSSAG00000067420.2	XM_035779752.2	ENSOKIG00005034423.1	XM_046327775.1
OG0028564	ENSSSAG00000105847.1	XM_035779753.2	ENSOKIG00005034426.1	XM_046291720.1
OG0028565	ENSSSAG00000071215.2	XM_035758809.2	ENSOKIG00005004211.1	XM_046356035.1
OG0028566	ENSSSAG00000077942.2	XM_035778778.2	ENSOKIG00005006592.1	XM_046312432.1
OG0028567	ENSSSAG00000005514.2	XM_035755673.2	ENSOKIG00005013906.1	XM_046308769.1
OG0028568	ENSSSAG00000078353.2	XM_035755674.2	ENSOKIG00005013889.1	XM_046309158.1
OG0028569	ENSSSAG00000063299.2	XM_052508659.1	ENSOKIG00005002261.1	XM_046309191.1
OG0028570	ENSSSAG00000040895.2	XM_035782394.2	ENSOKIG00005040042.1	XM_046305899.1
OG0028571	ENSSSAG00000081069.2	XM_035774125.2	ENSOKIG00005009972.1	XM_046342014.1
OG0028572	ENSSSAG00000076013.2	XM_035766402.2	ENSOKIG00005042060.1	XM_046295692.1
OG0028573	ENSSSAG00000048746.2	XM_035752335.2	ENSOKIG00005012180.1	XM_046366816.1
OG0028574	ENSSSAG00000088782.1	XM_035792429.2	ENSOKIG00005021193.1	XM_046296375.1
OG0028575	ENSSSAG00000103128.1	XM_052498971.1	ENSOKIG00005006461.1	XM_046354968.1
OG0028576	ENSSSAG00000042477.2	XM_035771032.2	ENSOKIG00005024954.1	XM_046316070.1
OG0028577	ENSSSAG00000077977.2	XM_035759631.2	ENSOKIG00005033746.1	XM_046298165.1
OG0028578	ENSSSAG00000006615.2	XM_035793070.2	ENSOKIG00005025889.1	XM_046362027.1
OG0028579	ENSSSAG00000119230.1	XM_035763077.2	ENSOKIG00005041358.1	XM_046293652.1
OG0028580	ENSSSAG00000064498.2	XM_035794007.2	ENSOKIG00005003451.1	XM_046291791.1
OG0028581	ENSSSAG00000078016.2	XM_035759637.2	ENSOKIG00005033802.1	XM_046328756.1
OG0028582	ENSSSAG00000088850.1	XM_035753756.2	ENSOKIG00005005215.1	XM_046320140.1
OG0028583	ENSSSAG00000113659.1	XM_035774126.2	ENSOKIG00005010089.1	XM_046293332.1
OG0028585	ENSSSAG00000105031.1	XM_052509917.1	ENSOKIG00005002117.1	XM_046309641.1
OG0028586	ENSSSAG00000106066.1	XM_035741885.2	ENSOKIG00005037920.1	XM_046351905.1
OG0028587	ENSSSAG00000075458.2	XM_035796905.2	ENSOKIG00005037109.1	XM_046353878.1
OG0028588	ENSSSAG00000005903.2	XM_052475930.1	ENSOKIG00005028666.1	XM_046322066.1
OG0028589	ENSSSAG00000001843.2	XM_035770656.2	ENSOKIG00005033285.1	XM_046307379.1
OG0028590	ENSSSAG00000079692.2	XM_035757233.2	ENSOKIG00005006738.1	XM_046368195.1
OG0028592	ENSSSAG00000079696.2	XM_035757232.2	ENSOKIG00005006796.1	XM_046368204.1
OG0028593	ENSSSAG00000099904.1	XM_052462901.1	ENSOKIG00005042113.1	XM_046360596.1
OG0028594	ENSSSAG00000075635.2	XM_035796873.2	ENSOKIG00005036783.1	XM_046353879.1
OG0028595	ENSSSAG00000005083.2	XM_035745890.2	ENSOKIG00005026888.1	XM_046301443.1
OG0028596	ENSSSAG00000041835.2	XM_035759687.2	ENSOKIG00005031973.1	XM_046319390.1
OG0028597	ENSSSAG00000001960.2	XM_052477001.1	ENSOKIG00005047294.1	XM_046353815.1
OG0028598	ENSSSAG00000066887.2	XM_052465742.1	ENSOKIG00005035603.1	XM_046316482.1
OG0028599	ENSSSAG00000095113.1	XM_035788059.2	ENSOKIG00005031200.1	XM_046359977.1
OG0028600	ENSSSAG00000105705.1	XM_035791596.2	ENSOKIG00005009379.1	XM_046294844.1
OG0028601	ENSSSAG00000065749.2	XM_035767073.2	ENSOKIG00005004467.1	XM_046344184.1
OG0028602	ENSSSAG00000117657.1	XM_052474562.1	ENSOKIG00005012281.1	XM_046332240.1
OG0028603	ENSSSAG00000074188.2	XM_035748240.2	ENSOKIG00005025308.1	XM_046299154.1
OG0028604	ENSSSAG00000039375.2	XM_035764749.2	ENSOKIG00005019417.1	XM_046295483.1
OG0028607	ENSSSAG00000086169.1	XM_035770690.2	ENSOKIG00005033759.1	XM_046304165.1
OG0028608	ENSSSAG00000045457.2	XM_035756984.2	ENSOKIG00005031452.1	XM_046348731.1
OG0028609	ENSSSAG00000053150.2	XM_052464137.1	ENSOKIG00005034647.1	XM_046300102.1
OG0028610	ENSSSAG00000065724.2	XM_035793994.2	ENSOKIG00005003915.1	XM_046291801.1
OG0028611	ENSSSAG00000071927.2	XM_035760406.2	ENSOKIG00005012173.1	XM_046354474.1
OG0028612	ENSSSAG00000094782.1	XM_035756037.2	ENSOKIG00005017012.1	XM_046361624.1
OG0028613	ENSSSAG00000046504.2	XM_035776379.2	ENSOKIG00005017000.1	XM_046314782.1
OG0028615	ENSSSAG00000074820.2	XM_035738740.2	ENSOKIG00005044530.1	XM_046364331.1
OG0028616	ENSSSAG00000071116.2	XM_035800670.2	ENSOKIG00005040877.1	XM_046322522.1
OG0028617	ENSSSAG00000040050.2	XM_035793980.2	ENSOKIG00005003976.1	XM_046291819.1
OG0028618	ENSSSAG00000116123.1	XM_035770321.2	ENSOKIG00005031690.1	XM_046296740.1
OG0028619	ENSSSAG00000003316.2	XR_008065157.1	ENSOKIG00005050375.1	XM_046357753.1
OG0028620	ENSSSAG00000093684.1	XM_035738791.2	ENSOKIG00005038305.1	XM_046365761.1
OG0028621	ENSSSAG00000095557.1	XM_035749321.2	ENSOKIG00005002004.1	XM_046363818.1
OG0028622	ENSSSAG00000048458.2	XM_035753818.2	ENSOKIG00005014011.1	XM_046359176.1
OG0028623	ENSSSAG00000040872.2	XM_035758285.2	ENSOKIG00005016989.1	XM_046293204.1
OG0028624	ENSSSAG00000004406.2	XM_035743221.2	ENSOKIG00005018728.1	XM_046309197.1
OG0028625	ENSSSAG00000120300.1	XM_035780337.2	ENSOKIG00005030173.1	XM_046322743.1
OG0028626	ENSSSAG00000071438.2	XM_035787394.2	ENSOKIG00005027844.1	XM_046346134.1
OG0028627	ENSSSAG00000100121.1	XM_035760925.2	ENSOKIG00005034138.1	XM_046321898.1
OG0028628	ENSSSAG00000118118.1	XM_035736494.2	ENSOKIG00005037587.1	XM_046351277.1
OG0028629	ENSSSAG00000087456.1	XM_052499808.1	ENSOKIG00005050260.1	XM_046337359.1
OG0028630	ENSSSAG00000084817.1	XM_035749808.2	ENSOKIG00005002585.1	XM_046363173.1
OG0028631	ENSSSAG00000107295.1	XM_035749811.2	ENSOKIG00005002566.1	XM_046363174.1
OG0028632	ENSSSAG00000111438.1	XM_035789000.2	ENSOKIG00005027184.1	XM_046313452.1
OG0028633	ENSSSAG00000040313.2	XM_035788999.2	ENSOKIG00005027166.1	XM_046313550.1
OG0028634	ENSSSAG00000078903.2	XM_035741748.2	ENSOKIG00005034894.1	XM_046292596.1
OG0028635	ENSSSAG00000085748.1	XM_035761032.2	ENSOKIG00005030769.1	XM_046299744.1
OG0028636	ENSSSAG00000001190.2	XM_035762881.1	ENSOKIG00005047683.1	XM_046352041.1
OG0028637	ENSSSAG00000041924.2	XM_035793281.2	ENSOKIG00005022395.1	XM_046362221.1
OG0028638	ENSSSAG00000087617.1	XM_052476572.1	ENSOKIG00005040333.1	XM_046320755.1
OG0028639	ENSSSAG00000050781.2	XM_035799251.2	ENSOKIG00005040639.1	XM_046322007.1
OG0028640	ENSSSAG00000024251.2	XM_035799514.2	ENSOKIG00005043208.1	XM_046321183.1
OG0028641	ENSSSAG00000086489.1	XM_052494152.1	ENSOKIG00005017806.1	XM_046314623.1
OG0028642	ENSSSAG00000080259.2	XM_035785939.2	ENSOKIG00005024664.1	XM_046347078.1
OG0028644	ENSSSAG00000047486.2	XM_052463506.1	ENSOKIG00005040842.1	XM_046302784.1
OG0028645	ENSSSAG00000101563.1	XM_035792629.2	ENSOKIG00005025128.1	XM_046351982.1
OG0028646	ENSSSAG00000119559.1	XM_035751816.2	ENSOKIG00005004250.1	XM_046309604.1
OG0028647	ENSSSAG00000067016.2	XM_035758434.2	ENSOKIG00005025418.1	XM_046321638.1
OG0028648	ENSSSAG00000087964.1	XM_052476361.1	ENSOKIG00005025379.1	XM_046322043.1
OG0028649	ENSSSAG00000009267.2	XM_035790781.1	ENSOKIG00005022232.1	XM_046354351.1
OG0028650	ENSSSAG00000044647.2	XM_035788328.2	ENSOKIG00005019654.1	XM_046359752.1
OG0028651	ENSSSAG00000067737.2	XR_008077096.1	ENSOKIG00005025628.1	XM_046322523.1
OG0028652	ENSSSAG00000097673.1	XM_035784884.2	ENSOKIG00005000422.1	XM_046348009.1
OG0028653	ENSSSAG00000069219.2	XM_035800092.2	ENSOKIG00005024015.1	XM_046322570.1
OG0028654	ENSSSAG00000080698.2	XM_052476444.1	ENSOKIG00005049915.1	XM_046321978.1
OG0028655	ENSSSAG00000007008.2	XM_035790772.2	ENSOKIG00005019493.1	XM_046354533.1
OG0028656	ENSSSAG00000048598.2	XM_035774855.2	ENSOKIG00005036286.1	XM_046298378.1
OG0028657	ENSSSAG00000067090.2	XM_035790226.2	ENSOKIG00005039685.1	XM_046364341.1
OG0028658	ENSSSAG00000099419.1	XM_035797447.2	ENSOKIG00005046768.1	XM_046351881.1
OG0028659	ENSSSAG00000063903.2	XM_035774853.2	ENSOKIG00005036428.1	XM_046299174.1
OG0028660	ENSSSAG00000114648.1	XM_052465134.1	ENSOKIG00005039109.1	XM_046299780.1
OG0028661	ENSSSAG00000106471.1	XM_035761509.2	ENSOKIG00005001553.1	XM_046347997.1
OG0028662	ENSSSAG00000043998.2	XM_035740203.2	ENSOKIG00005014122.1	XM_046337504.1
OG0028664	ENSSSAG00000091889.1	XM_035781007.2	ENSOKIG00005048634.1	XM_046317046.1
OG0028665	ENSSSAG00000054088.2	XM_052469445.1	ENSOKIG00005027664.1	XM_046361417.1
OG0028666	ENSSSAG00000069223.2	XM_035800091.2	ENSOKIG00005024071.1	XM_046322482.1
OG0028668	ENSSSAG00000048808.2	XM_052479313.1	ENSOKIG00005002217.1	XM_046351420.1
OG0028669	ENSSSAG00000040153.2	XM_035743907.2	ENSOKIG00005026891.1	XM_046324672.1
OG0028671	ENSSSAG00000079139.2	XM_035734725.2	ENSOKIG00005019309.1	XM_046356623.1
OG0028672	ENSSSAG00000063416.2	XM_035782228.2	ENSOKIG00005026611.1	XM_046303598.1
OG0028674	ENSSSAG00000001808.2	XM_035781478.1	ENSOKIG00005048492.1	XM_046296018.1
OG0028675	ENSSSAG00000084197.1	XM_052485787.1	ENSOKIG00005015127.1	XM_046368061.1
OG0028676	ENSSSAG00000112936.1	XM_035739215.2	ENSOKIG00005007336.1	XM_046366082.1
OG0028677	ENSSSAG00000001825.2	XM_035781003.1	ENSOKIG00005048521.1	XM_046317012.1
OG0028678	ENSSSAG00000080858.2	XM_035799386.2	ENSOKIG00005025081.1	XM_046321584.1
OG0028679	ENSSSAG00000099529.1	XR_008072463.1	ENSOKIG00005014619.1	XR_006834717.1
OG0028680	ENSSSAG00000045078.2	XM_035740200.2	ENSOKIG00005014206.1	XM_046344294.1
OG0028681	ENSSSAG00000094149.1	XM_035752381.2	ENSOKIG00005012159.1	XM_046366772.1
OG0028682	ENSSSAG00000111699.1	XM_035740198.2	ENSOKIG00005014219.1	XM_046337512.1
OG0028683	ENSSSAG00000069490.2	XM_035737962.2	ENSOKIG00005040317.1	XM_046364288.1
OG0028684	ENSSSAG00000082549.1	XM_052471798.1	ENSOKIG00005027892.1	XM_046361410.1
OG0028685	ENSSSAG00000044947.2	XM_035788337.2	ENSOKIG00005019478.1	XM_046358013.1
OG0028686	ENSSSAG00000001536.2	XM_035781227.2	ENSOKIG00005039815.1	XM_046295618.1
OG0028687	ENSSSAG00000104795.1	XM_035788028.2	ENSOKIG00005036220.1	XM_046359999.1
OG0028688	ENSSSAG00000044891.2	XM_035790916.2	ENSOKIG00005049082.1	XM_046352758.1
OG0028689	ENSSSAG00000068410.2	XM_035790044.2	ENSOKIG00005047414.1	XM_046345859.1
OG0028690	ENSSSAG00000077452.2	XM_052482440.1	ENSOKIG00005011925.1	XM_046366056.1
OG0028691	ENSSSAG00000040747.2	XM_035793975.2	ENSOKIG00005004023.1	XM_046293298.1
OG0028692	ENSSSAG00000078513.2	XM_035742328.2	ENSOKIG00005013466.1	XM_046308905.1
OG0028693	ENSSSAG00000096103.1	XM_035788036.2	ENSOKIG00005033379.1	XM_046359995.1
OG0028694	ENSSSAG00000091455.1	XM_035774231.2	ENSOKIG00005028884.1	XM_046340093.1
OG0028695	ENSSSAG00000079588.2	XM_035788038.2	ENSOKIG00005031879.1	XM_046359989.1
OG0028696	ENSSSAG00000058962.2	XM_052522702.1	ENSOKIG00005019891.1	XM_046340533.1
OG0028697	ENSSSAG00000047251.2	XM_035740987.2	ENSOKIG00005031143.1	XM_046343614.1
OG0028698	ENSSSAG00000046343.2	XM_035758392.2	ENSOKIG00005016904.1	XM_046314756.1
OG0028699	ENSSSAG00000078133.2	XM_035794968.2	ENSOKIG00005023678.1	XM_046326785.1
OG0028700	ENSSSAG00000053693.2	XM_035794066.2	ENSOKIG00005031432.1	XM_046291726.1
OG0028701	ENSSSAG00000059514.2	XM_052486809.1	ENSOKIG00005035247.1	XM_046323302.1
OG0028702	ENSSSAG00000082156.1	XM_035757296.2	ENSOKIG00005018446.1	XM_046348691.1
OG0028703	ENSSSAG00000062839.2	XM_035735247.2	ENSOKIG00005018437.1	XM_046348692.1
OG0028704	ENSSSAG00000045527.2	XM_035764362.2	ENSOKIG00005025165.1	XM_046324934.1
OG0028705	ENSSSAG00000079183.2	XM_035763228.2	ENSOKIG00005024786.1	XM_046296542.1
OG0028706	ENSSSAG00000106678.1	XM_035743954.2	ENSOKIG00005004877.1	XM_046323936.1
OG0028707	ENSSSAG00000113332.1	XM_035743822.2	ENSOKIG00005006038.1	XM_046324736.1
OG0028708	ENSSSAG00000072853.2	XM_052488486.1	ENSOKIG00005005902.1	XM_046324679.1
OG0028709	ENSSSAG00000094754.1	XM_052528949.1	ENSOKIG00005016468.1	XM_046312940.1
OG0028710	ENSSSAG00000098509.1	XM_035779381.2	ENSOKIG00005039276.1	XM_046312867.1
OG0028711	ENSSSAG00000068846.2	XM_035738015.2	ENSOKIG00005040378.1	XM_046364437.1
OG0028712	ENSSSAG00000068603.2	XM_035779380.1	ENSOKIG00005039246.1	XM_046313150.1
OG0028713	ENSSSAG00000116071.1	XM_035759572.2	ENSOKIG00005047627.1	XM_046355085.1
OG0028714	ENSSSAG00000080299.2	XM_035775761.2	ENSOKIG00005027772.1	XM_046368253.1
OG0028715	ENSSSAG00000048144.2	XM_052472454.1	ENSOKIG00005005363.1	XM_046326632.1
OG0028716	ENSSSAG00000064912.2	XM_035759018.2	ENSOKIG00005003313.1	XM_046355083.1
OG0028717	ENSSSAG00000110154.1	XM_035782143.2	ENSOKIG00005037255.1	XM_046306122.1
OG0028718	ENSSSAG00000106292.1	XM_035798730.2	ENSOKIG00005041136.1	XM_046306112.1
OG0028719	ENSSSAG00000070290.2	XM_035800828.1	ENSOKIG00005023988.1	XM_046355196.1
OG0028720	ENSSSAG00000023878.2	XM_035795907.2	ENSOKIG00005017210.1	XM_046327210.1
OG0028721	ENSSSAG00000068628.2	XM_035734613.2	ENSOKIG00005022447.1	XM_046356751.1
OG0028722	ENSSSAG00000045387.2	XM_052479801.1	ENSOKIG00005013988.1	XM_046351525.1
OG0028723	ENSSSAG00000078175.2	XM_035762628.2	ENSOKIG00005031831.1	XM_046321278.1
OG0028724	ENSSSAG00000072542.2	XM_035773440.2	ENSOKIG00005014492.1	XM_046333762.1
OG0028725	ENSSSAG00000083406.1	XM_035739460.2	ENSOKIG00005040312.1	XM_046364440.1
OG0028726	ENSSSAG00000064947.2	XM_035759025.2	ENSOKIG00005003334.1	XM_046356058.1
OG0028727	ENSSSAG00000116966.1	XM_035768436.2	ENSOKIG00005040315.1	XM_046293638.1
OG0028728	ENSSSAG00000068850.2	XM_035738014.2	ENSOKIG00005040396.1	XM_046366255.1
OG0028729	ENSSSAG00000064895.2	XM_052505366.1	ENSOKIG00005003342.1	XM_046356057.1
OG0028730	ENSSSAG00000081278.2	XM_035757102.2	ENSOKIG00005044721.1	XM_046355863.1
OG0028731	ENSSSAG00000063352.2	XM_052460799.1	ENSOKIG00005003764.1	XM_046348252.1
OG0028732	ENSSSAG00000076826.2	XM_035766704.2	ENSOKIG00005006507.1	XM_046290607.1
OG0028733	ENSSSAG00000087484.1	XM_052460805.1	ENSOKIG00005003760.1	XM_046345475.1
OG0028735	ENSSSAG00000064780.2	XM_052460803.1	ENSOKIG00005003750.1	XM_046345476.1
OG0028736	ENSSSAG00000117592.1	XM_035744543.2	ENSOKIG00005030531.1	XM_046324700.1
OG0028737	ENSSSAG00000039824.2	XM_035763607.2	ENSOKIG00005027158.1	XM_046323815.1
